Started run at: 1713797821.54 seconds
Run folder: data/imagenet_hierarchy_k_0.5_256_22_04/v2-0_1trials_500_50_10_1keep_50_100_500_1000samples_256
Setting up dataset and prompts

Loading pretrained models...

Loading noise...

Tokenizing text prompts and creating embeddings...

Load subset to evaluate
Inference time: 136.10 seconds 

Inference time: 102.13 seconds 

Inference time: 130.12 seconds 

Inference time: 100.02 seconds 

Inference time: 56.95 seconds 

Inference time: 118.58 seconds 

Inference time: 143.00 seconds 

Inference time: 129.41 seconds 

Inference time: 82.89 seconds 

Inference time: 78.29 seconds 

Inference time: 139.90 seconds 

Inference time: 126.77 seconds 

Inference time: 170.22 seconds 

Inference time: 84.52 seconds 

Inference time: 143.42 seconds 

Inference time: 132.00 seconds 

Inference time: 119.11 seconds 

Inference time: 90.80 seconds 

Inference time: 148.88 seconds 

Inference time: 129.22 seconds 

Inference time: 156.51 seconds 

Inference time: 143.77 seconds 

Inference time: 152.59 seconds 

Inference time: 118.12 seconds 

Inference time: 121.18 seconds 

Inference time: 108.52 seconds 

Inference time: 100.10 seconds 

Inference time: 80.68 seconds 

Inference time: 153.12 seconds 

Inference time: 125.57 seconds 

Inference time: 140.33 seconds 

Inference time: 134.47 seconds 

Inference time: 151.22 seconds 

Inference time: 80.75 seconds 

Inference time: 68.40 seconds 

Inference time: 91.87 seconds 

Inference time: 85.97 seconds 

Inference time: 69.99 seconds 

Inference time: 63.82 seconds 

Inference time: 128.41 seconds 

Inference time: 106.68 seconds 

Inference time: 93.46 seconds 

Inference time: 77.47 seconds 

Inference time: 148.11 seconds 

Inference time: 81.61 seconds 

Inference time: 69.48 seconds 

Inference time: 140.06 seconds 

Inference time: 105.57 seconds 

Inference time: 111.81 seconds 

Inference time: 128.44 seconds 

Inference time: 136.31 seconds 

Inference time: 120.11 seconds 

Inference time: 145.51 seconds 

Inference time: 79.36 seconds 

Inference time: 95.13 seconds 

Inference time: 85.45 seconds 

Inference time: 70.01 seconds 

Inference time: 103.61 seconds 

Inference time: 88.93 seconds 

Inference time: 83.51 seconds 

Inference time: 84.16 seconds 

Inference time: 115.52 seconds 

Inference time: 104.05 seconds 

Inference time: 91.18 seconds 

Inference time: 141.07 seconds 

Inference time: 148.25 seconds 

Inference time: 119.57 seconds 

Inference time: 104.04 seconds 

Inference time: 83.42 seconds 

Inference time: 64.86 seconds 

Inference time: 84.35 seconds 

Inference time: 129.24 seconds 

Inference time: 144.29 seconds 

Inference time: 91.53 seconds 

Inference time: 101.45 seconds 

Inference time: 136.95 seconds 

Inference time: 124.08 seconds 

Inference time: 115.35 seconds 

Inference time: 114.19 seconds 

Inference time: 110.82 seconds 

Inference time: 124.72 seconds 

Inference time: 82.41 seconds 

Inference time: 141.98 seconds 

Inference time: 142.72 seconds 

Inference time: 150.98 seconds 

Inference time: 140.30 seconds 

Inference time: 129.49 seconds 

Inference time: 133.46 seconds 

Inference time: 90.94 seconds 

Inference time: 88.15 seconds 

Inference time: 142.14 seconds 

Inference time: 92.55 seconds 

Inference time: 138.48 seconds 

Inference time: 87.97 seconds 

Inference time: 87.63 seconds 

Inference time: 121.63 seconds 

Inference time: 71.45 seconds 

Inference time: 113.05 seconds 

Inference time: 63.47 seconds 

Inference time: 128.55 seconds 

Inference time: 79.46 seconds 

Inference time: 67.04 seconds 

Inference time: 70.28 seconds 

Inference time: 94.20 seconds 

Inference time: 136.39 seconds 

Inference time: 76.85 seconds 

Inference time: 183.74 seconds 

Inference time: 105.32 seconds 

Inference time: 86.82 seconds 

Inference time: 100.74 seconds 

Inference time: 178.77 seconds 

Inference time: 168.38 seconds 

Inference time: 159.99 seconds 

Inference time: 136.40 seconds 

Inference time: 146.27 seconds 

Inference time: 130.31 seconds 

Inference time: 83.51 seconds 

Inference time: 143.83 seconds 

Inference time: 75.36 seconds 

Inference time: 101.50 seconds 

Inference time: 155.62 seconds 

Inference time: 127.55 seconds 

Inference time: 104.19 seconds 

Inference time: 132.17 seconds 

Inference time: 126.80 seconds 

Inference time: 133.20 seconds 

Inference time: 127.96 seconds 

Inference time: 129.86 seconds 

Inference time: 134.67 seconds 

Inference time: 138.13 seconds 

Inference time: 133.03 seconds 

Inference time: 73.56 seconds 

Inference time: 79.80 seconds 

Inference time: 168.47 seconds 

Inference time: 132.98 seconds 

Inference time: 167.43 seconds 

Inference time: 113.06 seconds 

Inference time: 61.83 seconds 

Inference time: 88.00 seconds 

Inference time: 78.67 seconds 

Inference time: 146.63 seconds 

Inference time: 93.66 seconds 

Inference time: 153.54 seconds 

Inference time: 126.62 seconds 

Inference time: 79.03 seconds 

Inference time: 91.00 seconds 

Inference time: 84.79 seconds 

Inference time: 159.30 seconds 

Inference time: 139.05 seconds 

Inference time: 137.80 seconds 

Inference time: 79.40 seconds 

Inference time: 144.69 seconds 

Inference time: 133.84 seconds 

Inference time: 133.22 seconds 

Inference time: 138.92 seconds 

Inference time: 136.05 seconds 

Inference time: 159.38 seconds 

Inference time: 113.91 seconds 

Inference time: 153.07 seconds 

Inference time: 63.41 seconds 

Inference time: 123.30 seconds 

Inference time: 87.95 seconds 

Inference time: 85.67 seconds 

Inference time: 70.06 seconds 

Inference time: 107.95 seconds 

Inference time: 96.94 seconds 

Inference time: 126.49 seconds 

Inference time: 91.37 seconds 

Inference time: 70.54 seconds 

Inference time: 64.49 seconds 

Inference time: 82.63 seconds 

Inference time: 129.03 seconds 

Inference time: 105.57 seconds 

Inference time: 123.27 seconds 

Inference time: 128.88 seconds 

Inference time: 107.89 seconds 

Inference time: 156.32 seconds 

Inference time: 146.34 seconds 

Inference time: 77.37 seconds 

Inference time: 46.01 seconds 

Inference time: 75.77 seconds 

Inference time: 132.16 seconds 

Inference time: 157.20 seconds 

Inference time: 149.19 seconds 

Inference time: 133.32 seconds 

Inference time: 68.96 seconds 

Inference time: 153.72 seconds 

Inference time: 153.08 seconds 

Inference time: 139.78 seconds 

Inference time: 72.00 seconds 

Inference time: 64.39 seconds 

Inference time: 52.64 seconds 

Inference time: 162.97 seconds 

Inference time: 83.49 seconds 

Inference time: 138.97 seconds 

Inference time: 133.66 seconds 

Inference time: 56.51 seconds 

Inference time: 135.41 seconds 

Inference time: 141.60 seconds 

Inference time: 125.42 seconds 

Inference time: 64.53 seconds 

Inference time: 145.37 seconds 

Inference time: 152.50 seconds 

Inference time: 117.53 seconds 

Inference time: 118.01 seconds 

Inference time: 116.43 seconds 

Inference time: 130.27 seconds 

Inference time: 150.06 seconds 

Inference time: 137.08 seconds 

Inference time: 149.89 seconds 

Inference time: 116.30 seconds 

Inference time: 76.76 seconds 

Inference time: 84.73 seconds 

Inference time: 93.08 seconds 

Inference time: 112.05 seconds 

Inference time: 151.69 seconds 

Inference time: 63.92 seconds 

Inference time: 110.36 seconds 

Inference time: 59.62 seconds 

Inference time: 79.81 seconds 

Inference time: 127.29 seconds 

Inference time: 114.85 seconds 

Inference time: 85.31 seconds 

Inference time: 125.25 seconds 

Inference time: 102.22 seconds 

Inference time: 76.27 seconds 

Inference time: 139.05 seconds 

Inference time: 75.30 seconds 

Inference time: 155.91 seconds 

Inference time: 71.20 seconds 

Inference time: 133.17 seconds 

Inference time: 55.78 seconds 

Inference time: 67.43 seconds 

Inference time: 63.54 seconds 

Inference time: 59.09 seconds 

Inference time: 141.51 seconds 

Inference time: 82.38 seconds 

Inference time: 143.82 seconds 

Inference time: 72.71 seconds 

Inference time: 162.54 seconds 

Inference time: 68.20 seconds 

Inference time: 77.47 seconds 

Inference time: 136.14 seconds 

Inference time: 79.09 seconds 

Inference time: 161.42 seconds 

Inference time: 117.53 seconds 

Inference time: 153.27 seconds 

Inference time: 93.49 seconds 

Inference time: 109.83 seconds 

Inference time: 134.21 seconds 

Inference time: 89.21 seconds 

Inference time: 76.98 seconds 

Inference time: 123.00 seconds 

Inference time: 117.85 seconds 

Inference time: 82.69 seconds 

Inference time: 92.92 seconds 

Inference time: 71.70 seconds 

Inference time: 96.46 seconds 

Inference time: 67.74 seconds 

Inference time: 62.07 seconds 

Inference time: 122.43 seconds 

Inference time: 149.09 seconds 

Inference time: 140.40 seconds 

Inference time: 142.48 seconds 

Inference time: 147.11 seconds 

Inference time: 78.62 seconds 

Inference time: 153.39 seconds 

Inference time: 138.86 seconds 

Inference time: 142.71 seconds 

Inference time: 112.21 seconds 

Inference time: 75.08 seconds 

Inference time: 144.28 seconds 

Inference time: 100.66 seconds 

Inference time: 133.82 seconds 

Inference time: 97.79 seconds 

Inference time: 86.28 seconds 

Inference time: 152.58 seconds 

Inference time: 123.17 seconds 

Inference time: 96.50 seconds 

Inference time: 127.39 seconds 

Inference time: 115.40 seconds 

Inference time: 111.71 seconds 

Inference time: 97.58 seconds 

Inference time: 142.97 seconds 

Inference time: 128.84 seconds 

Inference time: 81.68 seconds 

Inference time: 125.91 seconds 

Inference time: 91.79 seconds 

Inference time: 75.11 seconds 
